text,label
"Great company to work for, takes care of their employees",5
It was an overall good experience. Good place to work!,4
"Great Experience - until the layoffs started, then the daily stress began",4
As a manger of Sephora inside JCP i have been challenged but rewarded for my hard work.,4
It is good company with rich Engg experience and gives you the freedom to preform,5
Great place to work if you don't mind being ignored.,2
Never puts the interests of the employees first. Ever.,1
It's a great place to get experience working in the medical field.,1
Garbage company - waste of time with no promotions,1
too much work for not a lot of gain,2
"As an Mechanical Intern at Lennox I have learned, gained, and experienced many things. Great company.",5
Solid Company that has Upside and downside of any large company,4
A company that had a great future but squandered due to lack of good leadership,2
Tremendous opportunity to drive change and implement your ideas,4
"XPO is the best company I have ever worked for, by far",5
"Read all the reviews, this many people can't be lying.",1
The best place I  have ever worked... I love this platform...Feel so proud to work as teacher ...,5
"Child Care Resources is a great place to work, friendly employees positive work environment.",5
The management is terrible and the restaurants are technologically behind by about 20 years.,2
"Horrible management extremely disorganized lack of understanding, favoritism and bias",1
great company.  awesome position with great opportunity to move up,5
"If you want to work with the best, don't work here",1
You catch shoplifter and spend the day walking around.,5
"Worst place to work,management and staff in main office are cut throat",1
Gives you a chance to learn multiple leadership skills,4
Fast paced and always changing routines to find the best way,4
"Highly politicized toxic environment, imposing mandatory vaccination against law",1
Was a great company to work for until it was sold to private foreign investors.,1
My career in the Air Force has been fulfilling; I was able to travel the world and learn a viable trade.,5
Great place to work as an entry level associate,4
Not a place you want to work if you have morals,1
It's awesome experience with the company great career pathing,5
"Good pay, better than average work/life balance, plenty of overtime",4
Decline in culture. Decline in morale. Work hard with little reward,1
Losing focus on the employees and to top heavy,4
Pre Berkshire Hathaway is how I want Benjamin Moore to be today!!,2
Senior Management in the Finance Department is not Capable,2
"Bullying culture, immediate manager was worst boss I ever had",2
Mercy does not just hire employees but the hire people who desire to carry out the mission of Jesus Christ.,5
Do Not Recommend working out of the San Antonio Yard,1
"Just don't. (Boulder, CO - Advanced Thin Films Location)",1
It's only when you leave that you realise how good they are,5
Honeywell is a well diversified corporation that has become a leader in innovative products.,2
The money is good but the job is bad,1
Terrible experience still suffer from depression because of how I was treated,1
Working with the business center under Kristin Nance allowed me to discover my entrepreneurial spirit.,5
"Great company, just need to listen to employees better",4
I wanted to die every day I was here.,1
"In response to the fake review by a ""Former Paralegal"" that was posted on November 6, 2019",2
It was by far the most challenging and rewarding year!,5
Was an absolutely great job and adventure. Would say all young people today with no direction should consider it.,5
