text,label,label_text
Only for those who want predictability and stability in their jobs.,1,bad
Im handling queue management and accounts all over india,4,good
Reddy Ice hiring process includes nonexperienced management with absolutely no people skills.,1,bad
"Carefully packaged white guilt, privilege & idealism claiming 2 ""Save the World"" 1 culturally diverse photo op at a time",1,bad
A much different company than what it was 10 years ago.,1,bad
"If PRODUCTIVITY ($$$) is the reason you want to work in the human services field, this is the place for you.",1,bad
This is a great place to work and grow your career. Senior management is very supportive.,5,good
"Great company to work on,  a lot of learnings.",5,good
Terrible place to work unless you are related to your colleagues,1,bad
"Encouraging work place, with lots of opportunities to grow",4,good
your manager never supportive you when QA send an error its ok but when you ask query to him he doesn’t help,2,bad
"If your a workaholic, this is the place for you",2,bad
Very gud company but company is spoiling from politics,2,bad
if your a glutton for punishment and have no self esteem welcome to reservations.,2,bad
"Good potential, but the program needs to have more oversite",2,bad
"One of the best CRO , have versatile work areas in Clinical research field.",5,good
"Fantastic employer for overweight middle-aged white men with housewives.  But, ""that's just the way it is.""",1,bad
San Francisco office is a great place to work,5,good
Mainly it depends on the project you get mapped to. For me it is just ridiculous. No Value for the Work here!,2,bad
Working for this company is exactly what you think it'll be!,4,good
"OK Pay, fine Job, good Work culture and Good corporate enviroment",4,good
One of the best IT services company I have worked for,5,good
Salary side is full of liars eho smile to your face then stab you in the back.,1,bad
Working with this company was challenging and the trainings are excellent...,5,good
If you are a young heterosexual male. This is your place,2,bad
Pleasure to work in diverse flexible working environment @ IBM,5,good
Manpower group which handles most of the IT requirement,5,good
My experience working here is like having a bipolar disorder,2,bad
Too many unconstructive meetings for the sake of having one,2,bad
"Run, Don't Walk, As Fast and Far Away From This Rudderless Conglomerate As You Can",1,bad
Very interesting and impactful private and public sector work,4,good
company does not give raises. they do appreciate the hard work you put in,2,bad
stand on feet trying to get credit apps all day,2,bad
A very good place to work that used to be great,4,good
Lots of Politics and Quality of Product is Going Downhill,2,bad
"Great for learning, but do not make a career choice out of it.",2,bad
"Management doesn't care about you. Your boss, HR, corporate, and CEO",1,bad
Good to start for  commerce students  / commerce fields,4,good
Great place to work if you are a student working in the summer,4,good
Tutored for Computer Science students 4 hours a week under a program focused on raising student retention in the major.,4,good
"Good place to work, can be hard at times",4,good
Amazing office for film buffs  - plenty of talented colleagues,5,good
Department Manager of Freight Flow/Delivery.  Great opportunities await for you if you are willing to do the work.,4,good
Company does not have a clear vision for their international wealth management business,1,bad
A company in decline that doesn't care about it's employees,1,bad
I ma ex Indian army I have 17 years experience in Indian army,5,good
Worst ever. Especially toxic for females in upper level positions.,1,bad
There is an overabundance of management layers prohibiting productive work and growth,1,bad
Job Seeker Alert - Do yourself a favor to read before applying,1,bad
Managed a group of 480 professionals globally to develop enterprise level software.,5,good
wouldn't recommend to anyone unless in high school or going to school,1,bad
it was very good working at LSEG and Gained lot of knowledge from Financial statement analysis,4,good
Work at Walsh is just that. Working... at Walsh,4,good
Great place with great people. Seems everyone wants to be part of the team!,5,good
A once great company is now a cash cow for investment firm.,2,bad
"Good company for young people trying to get experience under their belt, as well as retirees.",4,good
Accomplished Technical Analytics Professional with 20+ years of experience,5,good
Don't think about having a life outside of work.,1,bad
One of the best company for the fresher's to start,4,good
Horrible management and not good with customers at all,1,bad
World class training and best Facilities are given here,5,good
I got forced to work Lumber when I applied for decor,2,bad
"Demanding, long hours, rigid senior management, prices of clothing too high to sell; unless there is a huge sale.",1,bad
Needs new Directors/Managers that actually know how to Manage or Direct,1,bad
Great company to work for.. Lots of opportunities to grow,5,good
This place will grind you up and spit you out.,1,bad
"Senior process associate, Incident management. Draft Email and chat process.",5,good
